#1
double DTIE(30661,2)
1085442.54075 1
1085442.54075 0
1089000.0 0
1089000.0 1
1089020.202 1
1089020.202 0
1092600.0 0
1092600.0 1
1092613.5975 1
1092613.5975 0
1096200.0 0
1096200.0 1
1096212.23775 1
1096212.23775 0
1099800.0 0
1099800.0 1
1099812.23775 1
1099812.23775 0
1103400.0 0
1103400.0 1
1103437.49025 1
1103437.49025 0
1107000.0 0
1107000.0 1
1107015.73425 1
1107015.73425 0
1110600.0 0
1110600.0 1
1110629.33175 1
1110629.33175 0
1114200.0 0
1114200.0 1
1114203.108 1
1114203.108 0
1117800.0 0
1117800.0 1
1117806.6045 1
1117806.6045 0
1121400.0 0
1121400.0 1
1121406.6045 1
1121406.6045 0
1125000.0 0
1125000.0 1
1125012.62625 1
1125012.62625 0
1128600.0 0
1128600.0 1
1128613.209 1
1128613.209 0
1143000.0 0
1143000.0 1
1143005.63325 1
1143005.63325 0
1146600.0 0
1146600.0 1
1146631.4685 1
1146631.4685 0
1150200.0 0
1150200.0 1
1150266.23925 1
1150266.23925 0
1153800.0 0
1153800.0 1
1153834.965 1
1153834.965 0
1157400.0 0
1157400.0 1
1157403.108 1
1157403.108 0
1161000.0 0
1161000.0 1
1161019.23075 1
1161019.23075 0
1164600.0 0
1164600.0 1
1164640.98675 1
1164640.98675 0
1168200.0 0
1168200.0 1
1168239.04425 1
1168239.04425 0
1171800.0 0
1171800.0 1
1171842.54075 1
1171842.54075 0
1175400.0 0
1175400.0 1
1175420.202 1
1175420.202 0
1179000.0 0
1179000.0 1
1179013.5975 1
1179013.5975 0
1182600.0 0
1182600.0 1
1182612.23775 1
1182612.23775 0
1186200.0 0
1186200.0 1
1186212.23775 1
1186212.23775 0
1189800.0 0
1189800.0 1
1189837.49025 1
1189837.49025 0
1193400.0 0
1193400.0 1
1193415.73425 1
1193415.73425 0
1197000.0 0
1197000.0 1
1197029.33175 1
1197029.33175 0
1200600.0 0
1200600.0 1
1200603.108 1
1200603.108 0
1204200.0 0
1204200.0 1
1204206.6045 1
1204206.6045 0
1207800.0 0
1207800.0 1
1207806.6045 1
1207806.6045 0
1211400.0 0
1211400.0 1
1211412.62625 1
1211412.62625 0
1215000.0 0
1215000.0 1
1215013.209 1
1215013.209 0
1229400.0 0
1229400.0 1
1229405.63325 1
1229405.63325 0
1233000.0 0
1233000.0 1
1233031.4685 1
1233031.4685 0
1236600.0 0
1236600.0 1
1236666.23925 1
1236666.23925 0
1240200.0 0
1240200.0 1
1240234.965 1
1240234.965 0
1243800.0 0
1243800.0 1
1243803.108 1
1243803.108 0
1247400.0 0
1247400.0 1
1247419.23075 1
1247419.23075 0
1251000.0 0
1251000.0 1
1251040.98675 1
1251040.98675 0
1254600.0 0
1254600.0 1
1254639.04425 1
1254639.04425 0
1258200.0 0
1258200.0 1
1258242.54075 1
1258242.54075 0
1261800.0 0
1261800.0 1
1261820.202 1
1261820.202 0
1265400.0 0
1265400.0 1
1265413.5975 1
1265413.5975 0
1269000.0 0
1269000.0 1
1269012.23775 1
1269012.23775 0
1272600.0 0
1272600.0 1
1272612.23775 1
1272612.23775 0
1276200.0 0
1276200.0 1
1276237.49025 1
1276237.49025 0
1279800.0 0
1279800.0 1
1279815.73425 1
1279815.73425 0
1283400.0 0
1283400.0 1
1283429.33175 1
1283429.33175 0
1287000.0 0
1287000.0 1
1287003.108 1
1287003.108 0
1290600.0 0
1290600.0 1
1290606.6045 1
1290606.6045 0
1294200.0 0
1294200.0 1
1294206.6045 1
1294206.6045 0
1297800.0 0
1297800.0 1
1297812.62625 1
1297812.62625 0
1301400.0 0
1301400.0 1
1301413.209 1
1301413.209 0
1315800.0 0
1315800.0 1
1315805.63325 1
1315805.63325 0
1319400.0 0
1319400.0 1
1319431.4685 1
1319431.4685 0
1323000.0 0
1323000.0 1
1323066.23925 1
1323066.23925 0
1326600.0 0
1326600.0 1
1326634.965 1
1326634.965 0
1330200.0 0
1330200.0 1
1330203.108 1
1330203.108 0
1333800.0 0
1333800.0 1
1333819.23075 1
1333819.23075 0
1337400.0 0
1337400.0 1
1337440.98675 1
1337440.98675 0
1341000.0 0
1341000.0 1
1341039.04425 1
1341039.04425 0
1344600.0 0
1344600.0 1
1344642.54075 1
1344642.54075 0
1348200.0 0
1348200.0 1
1348220.202 1
1348220.202 0
1351800.0 0
1351800.0 1
1351813.5975 1
1351813.5975 0
1355400.0 0
1355400.0 1
1355412.23775 1
1355412.23775 0
1359000.0 0
1359000.0 1
1359012.23775 1
1359012.23775 0
1362600.0 0
1362600.0 1
1362637.49025 1
1362637.49025 0
1366200.0 0
1366200.0 1
1366215.73425 1
1366215.73425 0
1369800.0 0
1369800.0 1
1369829.33175 1
1369829.33175 0
1373400.0 0
1373400.0 1
1373403.108 1
1373403.108 0
1377000.0 0
1377000.0 1
1377006.6045 1
1377006.6045 0
1380600.0 0
1380600.0 1
1380606.6045 1
1380606.6045 0
1384200.0 0
1384200.0 1
1384212.62625 1
1384212.62625 0
1387800.0 0
1387800.0 1
1387813.209 1
1387813.209 0
1402200.0 0
1402200.0 1
1402205.63325 1
1402205.63325 0
1405800.0 0
1405800.0 1
1405831.4685 1
1405831.4685 0
1409400.0 0
1409400.0 1
1409466.23925 1
1409466.23925 0
1413000.0 0
1413000.0 1
1413034.965 1
1413034.965 0
1416600.0 0
1416600.0 1
1416603.108 1
1416603.108 0
1420200.0 0
1420200.0 1
1420219.23075 1
1420219.23075 0
1423800.0 0
1423800.0 1
1423840.98675 1
1423840.98675 0
1427400.0 0
1427400.0 1
1427439.04425 1
1427439.04425 0
1431000.0 0
1431000.0 1
1431042.54075 1
1431042.54075 0
1434600.0 0
1434600.0 1
1434620.202 1
1434620.202 0
1438200.0 0
1438200.0 1
1438213.5975 1
1438213.5975 0
1441800.0 0
1441800.0 1
1441812.23775 1
1441812.23775 0
1445400.0 0
1445400.0 1
1445412.23775 1
1445412.23775 0
1449000.0 0
1449000.0 1
1449037.49025 1
1449037.49025 0
1452600.0 0
1452600.0 1
1452615.73425 1
1452615.73425 0
1456200.0 0
1456200.0 1
1456229.33175 1
1456229.33175 0
1459800.0 0
1459800.0 1
1459803.108 1
1459803.108 0
1463400.0 0
1463400.0 1
1463406.6045 1
1463406.6045 0
1467000.0 0
1467000.0 1
1467006.6045 1
1467006.6045 0
1470600.0 0
1470600.0 1
1470612.62625 1
1470612.62625 0
1474200.0 0
1474200.0 1
1474213.209 1
1474213.209 0
1488600.0 0
1488600.0 1
1488605.63325 1
1488605.63325 0
1492200.0 0
1492200.0 1
1492231.4685 1
1492231.4685 0
1495800.0 0
1495800.0 1
1495866.23925 1
1495866.23925 0
1499400.0 0
1499400.0 1
1499434.965 1
1499434.965 0
1503000.0 0
1503000.0 1
1503003.108 1
1503003.108 0
1506600.0 0
1506600.0 1
1506619.23075 1
1506619.23075 0
1510200.0 0
1510200.0 1
1510240.98675 1
1510240.98675 0
1513800.0 0
1513800.0 1
1513839.04425 1
1513839.04425 0
1517400.0 0
1517400.0 1
1517442.54075 1
1517442.54075 0
1521000.0 0
1521000.0 1
1521020.202 1
1521020.202 0
1524600.0 0
1524600.0 1
1524613.5975 1
1524613.5975 0
1528200.0 0
1528200.0 1
1528212.23775 1
1528212.23775 0
1531800.0 0
1531800.0 1
1531812.23775 1
1531812.23775 0
1535400.0 0
1535400.0 1
1535437.49025 1
1535437.49025 0
1539000.0 0
1539000.0 1
1539015.73425 1
1539015.73425 0
1542600.0 0
1542600.0 1
1542629.33175 1
1542629.33175 0
1546200.0 0
1546200.0 1
1546203.108 1
1546203.108 0
1549800.0 0
1549800.0 1
1549806.6045 1
1549806.6045 0
1553400.0 0
1553400.0 1
1553406.6045 1
1553406.6045 0
1557000.0 0
1557000.0 1
1557012.62625 1
1557012.62625 0
1560600.0 0
1560600.0 1
1560613.209 1
1560613.209 0
1575000.0 0
1575000.0 1
1575005.63325 1
1575005.63325 0
1578600.0 0
1578600.0 1
1578631.4685 1
1578631.4685 0
1582200.0 0
1582200.0 1
1582266.23925 1
1582266.23925 0
1585800.0 0
1585800.0 1
1585834.965 1
1585834.965 0
1589400.0 0
1589400.0 1
1589403.108 1
1589403.108 0
1593000.0 0
1593000.0 1
1593019.23075 1
1593019.23075 0
1596600.0 0
1596600.0 1
1596640.98675 1
1596640.98675 0
1600200.0 0
1600200.0 1
1600239.04425 1
1600239.04425 0
1603800.0 0
1603800.0 1
1603842.54075 1
1603842.54075 0
1607400.0 0
1607400.0 1
1607420.202 1
1607420.202 0
1611000.0 0
1611000.0 1
1611013.5975 1
1611013.5975 0
1614600.0 0
1614600.0 1
1614612.23775 1
1614612.23775 0
1618200.0 0
1618200.0 1
1618212.23775 1
1618212.23775 0
1621800.0 0
1621800.0 1
1621837.49025 1
1621837.49025 0
1625400.0 0
1625400.0 1
1625415.73425 1
1625415.73425 0
1629000.0 0
1629000.0 1
1629029.33175 1
1629029.33175 0
1632600.0 0
1632600.0 1
1632603.108 1
1632603.108 0
1636200.0 0
1636200.0 1
1636206.6045 1
1636206.6045 0
1639800.0 0
1639800.0 1
1639806.6045 1
1639806.6045 0
1643400.0 0
1643400.0 1
1643412.62625 1
1643412.62625 0
1647000.0 0
1647000.0 1
1647013.209 1
1647013.209 0
1661400.0 0
1661400.0 1
1661405.63325 1
1661405.63325 0
1665000.0 0
1665000.0 1
1665031.4685 1
1665031.4685 0
1668600.0 0
1668600.0 1
1668666.23925 1
1668666.23925 0
1672200.0 0
1672200.0 1
1672234.965 1
1672234.965 0
1675800.0 0
1675800.0 1
1675803.108 1
1675803.108 0
1679400.0 0
1679400.0 1
1679419.23075 1
1679419.23075 0
1683000.0 0
1683000.0 1
1683040.98675 1
1683040.98675 0
1686600.0 0
1686600.0 1
1686639.04425 1
1686639.04425 0
1690200.0 0
1690200.0 1
1690242.54075 1
1690242.54075 0
1693800.0 0
1693800.0 1
1693820.202 1
1693820.202 0
1697400.0 0
1697400.0 1
1697413.5975 1
1697413.5975 0
1701000.0 0
1701000.0 1
1701012.23775 1
1701012.23775 0
1704600.0 0
1704600.0 1
1704612.23775 1
1704612.23775 0
1708200.0 0
1708200.0 1
1708237.49025 1
1708237.49025 0
1711800.0 0
1711800.0 1
1711815.73425 1
1711815.73425 0
1715400.0 0
1715400.0 1
1715429.33175 1
1715429.33175 0
1719000.0 0
1719000.0 1
1719003.108 1
1719003.108 0
1722600.0 0
1722600.0 1
1722606.6045 1
1722606.6045 0
1726200.0 0
1726200.0 1
1726206.6045 1
1726206.6045 0
1729800.0 0
1729800.0 1
1729812.62625 1
1729812.62625 0
1733400.0 0
1733400.0 1
1733413.209 1
1733413.209 0
1747800.0 0
1747800.0 1
1747805.63325 1
1747805.63325 0
1751400.0 0
1751400.0 1
1751431.4685 1
1751431.4685 0
1755000.0 0
1755000.0 1
1755066.23925 1
1755066.23925 0
1758600.0 0
1758600.0 1
1758634.965 1
1758634.965 0
1762200.0 0
1762200.0 1
1762203.108 1
1762203.108 0
1765800.0 0
1765800.0 1
1765819.23075 1
1765819.23075 0
1769400.0 0
1769400.0 1
1769440.98675 1
1769440.98675 0
1773000.0 0
1773000.0 1
1773039.04425 1
1773039.04425 0
1776600.0 0
1776600.0 1
1776642.54075 1
1776642.54075 0
1780200.0 0
1780200.0 1
1780220.202 1
1780220.202 0
1783800.0 0
1783800.0 1
1783813.5975 1
1783813.5975 0
1787400.0 0
1787400.0 1
1787412.23775 1
1787412.23775 0
1791000.0 0
1791000.0 1
1791012.23775 1
1791012.23775 0
1794600.0 0
1794600.0 1
1794637.49025 1
1794637.49025 0
1798200.0 0
1798200.0 1
1798215.73425 1
1798215.73425 0
1801800.0 0
1801800.0 1
1801829.33175 1
1801829.33175 0
1805400.0 0
1805400.0 1
1805403.108 1
1805403.108 0
1809000.0 0
1809000.0 1
1809006.6045 1
1809006.6045 0
1812600.0 0
1812600.0 1
1812606.6045 1
1812606.6045 0
1816200.0 0
1816200.0 1
1816212.62625 1
1816212.62625 0
1819800.0 0
1819800.0 1
1819813.209 1
1819813.209 0
1834200.0 0
1834200.0 1
1834205.63325 1
1834205.63325 0
1837800.0 0
