#1
double DTIE(8761,2)
2460600 2.2770416666666663e-06
2464200 2.1691249999999998e-06
2467800 2.363375e-06
2471400 1.1223333333333334e-06
2475000 7.554166666666667e-07
2478600 6.79875e-07
2482200 6.79875e-07
2485800 2.082791666666667e-06
2489400 8.741250000000001e-07
2493000 1.6295416666666668e-06
2496600 1.7266666666666668e-07
2500200 3.669166666666667e-07
2503800 3.669166666666667e-07
2507400 7.014583333333334e-07
2511000 7.338333333333334e-07
2514600 0.0
2518200 0.0
2521800 0.0
2525400 3.129583333333333e-07
2529000 1.7482500000000002e-06
2532600 3.6799583333333336e-06
2536200 1.9425e-06
2539800 1.7266666666666668e-07
2543400 1.068375e-06
2547000 2.2770416666666663e-06
2550600 2.1691249999999998e-06
2554200 2.363375e-06
2557800 1.1223333333333334e-06
2561400 7.554166666666667e-07
2565000 6.79875e-07
2568600 6.79875e-07
2572200 2.082791666666667e-06
2575800 8.741250000000001e-07
2579400 1.6295416666666668e-06
2583000 1.7266666666666668e-07
2586600 3.669166666666667e-07
2590200 3.669166666666667e-07
2593800 7.014583333333334e-07
2597400 7.338333333333334e-07
2601000 0.0
2604600 0.0
2608200 0.0
2611800 3.129583333333333e-07
2615400 1.7482500000000002e-06
2619000 3.6799583333333336e-06
2622600 1.9425e-06
2626200 1.7266666666666668e-07
2629800 1.068375e-06
2633400 2.2770416666666663e-06
2637000 2.1691249999999998e-06
2640600 2.363375e-06
2644200 1.1223333333333334e-06
2647800 7.554166666666667e-07
2651400 6.79875e-07
2655000 6.79875e-07
2658600 2.082791666666667e-06
2662200 8.741250000000001e-07
2665800 1.6295416666666668e-06
2669400 1.7266666666666668e-07
2673000 3.669166666666667e-07
2676600 3.669166666666667e-07
2680200 6.825e-07
2683800 7.140000000000001e-07
2687400 0.0
2691000 0.0
2694600 0.0
2698200 3.0449999999999995e-07
2701800 1.701e-06
2705400 3.5805000000000003e-06
2709000 1.8900000000000001e-06
2712600 1.6800000000000002e-07
2716200 1.0395e-06
2719800 2.2155e-06
2723400 2.1105e-06
2727000 2.2994999999999998e-06
2730600 1.092e-06
2734200 7.35e-07
2737800 6.615e-07
2741400 6.615e-07
2745000 2.0265e-06
2748600 8.505e-07
2752200 1.5855000000000001e-06
2755800 1.6800000000000002e-07
2759400 3.5700000000000003e-07
2763000 3.5700000000000003e-07
2766600 6.825e-07
2770200 7.140000000000001e-07
2773800 0.0
2777400 0.0
2781000 0.0
2784600 3.0449999999999995e-07
2788200 1.701e-06
2791800 3.5805000000000003e-06
2795400 1.8900000000000001e-06
2799000 1.6800000000000002e-07
2802600 1.0395e-06
2806200 2.2155e-06
2809800 2.1105e-06
2813400 2.2994999999999998e-06
2817000 1.092e-06
2820600 7.35e-07
2824200 6.615e-07
